gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Vrai_Churn,Prediction_IA_Churn
Female,1,True,False,54,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,99.1,5437.1,False,0
Female,0,False,True,10,True,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,91.1,964.35,False,1
Female,0,True,True,5,True,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,True,Electronic check,85.75,470.95,True,1
Male,0,False,False,16,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.75,284.35,False,0
Male,0,True,False,17,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Mailed check,49.8,836.35,False,1
Female,0,False,False,47,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,False,Credit card (automatic),39.65,1798.65,False,0
Male,0,True,True,29,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.65,654.85,False,0
Female,1,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),105.75,7629.85,False,0
Female,0,False,False,4,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),77.95,305.55,True,1
Female,0,False,False,1,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,True,Mailed check,54.75,54.75,True,1
Female,0,False,False,15,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,48.85,631.4,False,0
Female,0,True,True,50,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,False,Mailed check,103.05,5153.5,False,0
Male,0,True,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.15,20.15,False,1
Female,0,False,False,58,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,106.45,6145.85,True,0
Female,1,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,45.1,45.1,True,1
Female,1,True,True,14,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.8,1346.3,False,1
Female,0,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,44.0,44,False,1
Female,0,False,False,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.7,220.35,False,0
Male,0,False,True,35,True,No,Fiber optic,No,No,Yes,No,Yes,No,One year,True,Electronic check,85.15,3030.6,True,0
Female,0,True,False,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.15,156.25,True,0
Female,1,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.2,74.2,True,1
Male,1,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.45,76.45,True,1
Male,0,False,False,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.05,265.45,False,0
Female,0,False,False,8,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,73.5,632.2,False,1
Female,0,True,True,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),44.35,44.35,True,1
Female,1,True,False,8,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),80.65,633.3,True,1
Male,0,False,False,69,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,True,Credit card (automatic),81.5,5553.25,False,0
Female,0,False,False,25,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,99.5,2369.05,True,1
Male,0,True,True,37,True,No,DSL,Yes,No,Yes,Yes,No,No,One year,True,Mailed check,58.75,2203.1,False,0
Male,0,False,False,35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.75,739.9,False,0
Male,0,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,108.4,7719.5,False,0
Female,0,False,False,68,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,88.15,6148.45,False,0
Male,0,True,False,24,True,Yes,DSL,Yes,No,No,Yes,No,No,One year,True,Electronic check,58.35,1346.9,False,0
Male,0,True,False,67,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,True,Electronic check,93.15,6368.2,False,0
Male,1,True,False,33,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),109.9,3694.7,False,1
Female,1,False,False,34,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,56.25,1765.95,False,1
Male,0,True,True,13,True,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,72.8,930.05,False,0
Male,1,False,False,57,True,No,DSL,No,No,Yes,Yes,No,No,One year,True,Electronic check,53.5,3035.8,False,0
Male,1,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),104.15,7689.95,True,0
Female,0,True,True,35,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.4,949.8,False,0
Female,0,False,False,18,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,75.4,1380.4,False,1
Male,0,False,False,9,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,45.4,418.8,True,1
Male,0,True,True,69,True,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,True,Mailed check,92.15,6480.9,False,0
Female,0,False,False,70,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),58.35,4214.25,False,0
Female,0,False,True,44,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.9,868.1,False,0
Female,0,False,False,61,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,True,Electronic check,106.6,6428.4,True,0
Female,0,False,False,15,True,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),64.65,994.55,True,1
Female,0,True,True,51,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.95,1028.75,False,0
Female,0,True,False,63,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),81.55,5029.05,False,0
Female,1,False,False,56,True,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,False,Bank transfer (automatic),73.25,4054.2,False,0
Male,0,False,True,10,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,95.2,930.4,True,1
Male,0,False,False,11,True,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,True,Electronic check,60.9,688.5,False,0
Female,0,True,True,46,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,False,Mailed check,99.65,4630.2,False,0
Male,0,True,False,59,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,110.15,6448.05,True,0
Male,0,False,False,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.4,168.65,False,0
Female,0,True,True,12,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,False,Mailed check,29.2,309.1,True,0
Male,0,True,False,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),19.45,340.85,False,0
Female,0,True,False,53,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),111.8,5809.75,False,1
Male,1,False,False,50,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.7,4816.7,True,1
Male,0,True,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.15,69.15,True,1
Male,0,True,True,70,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,True,Credit card (automatic),101.1,6994.8,False,0
Male,0,False,False,33,True,Yes,Fiber optic,Yes,No,No,No,No,No,One year,False,Bank transfer (automatic),80.1,2603.3,False,0
Male,0,False,False,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.9,283.75,False,0
Male,0,False,False,65,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.75,1654.75,False,0
Female,0,False,False,28,True,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),54.9,1505.15,False,0
Female,0,True,False,3,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Credit card (automatic),91.5,242.95,True,1
Male,0,True,True,60,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),79.05,4663.4,False,0
Male,0,False,False,19,True,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,True,Credit card (automatic),61.55,1093.2,False,0
Male,0,False,False,24,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,24.6,592.65,False,0
Male,0,True,True,34,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.8,635.9,False,0
Female,0,True,True,49,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,False,Mailed check,100.45,4941.8,True,1
Male,0,False,False,52,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,85.35,4338.6,True,0
Female,0,False,False,63,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,24.2,1618.2,False,0
Male,0,False,False,3,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,78.5,242.05,True,1
Female,0,False,False,44,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),84.8,3862.55,True,0
Male,0,False,False,69,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Bank transfer (automatic),105.2,7386.05,False,1
Female,0,False,True,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.55,469.85,False,0
Male,0,True,False,42,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),106.15,4512.7,True,1
Male,1,True,False,64,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,False,Electronic check,102.1,6538.45,False,0
Female,0,True,True,5,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,83.6,404.2,True,1
Male,0,False,False,3,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,49.15,169.05,True,1
Male,0,True,True,62,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,105.5,6487.2,False,0
Male,1,True,False,32,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.0,2642.05,True,1
Female,0,False,False,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.05,157.65,False,0
Female,1,True,False,4,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,99.6,347.65,True,1
Female,1,False,False,71,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,105.9,7521.95,False,0
Male,1,True,False,59,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,50.25,2997.45,False,1
Male,0,True,False,56,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Mailed check,89.7,4952.95,False,0
Female,0,False,False,42,True,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),78.45,3373.4,False,0
Female,0,False,False,41,False,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,40.35,1677.85,False,1
Female,0,False,False,2,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),87.15,183.75,True,1
Female,0,True,True,8,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.45,411.75,False,1
Male,1,False,False,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.65,1766.75,False,0
Male,0,False,False,4,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.9,199.75,False,1
Female,0,True,True,23,True,No,DSL,Yes,Yes,No,Yes,No,No,One year,True,Mailed check,57.75,1282.85,False,0
Female,0,True,False,56,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),103.2,5744.35,False,0
Male,0,False,False,3,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,False,Electronic check,30.4,82.15,False,0
Male,1,True,False,30,True,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,False,Electronic check,74.85,2181.75,False,0
Male,0,True,True,44,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.6,926,False,0
Female,1,True,False,27,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),75.2,1929.35,True,1
Female,0,False,False,10,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,94.85,953.45,True,1
Male,0,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.0,96.45,True,1
Female,0,False,False,9,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.75,889.9,True,1
Male,0,True,False,3,False,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Mailed check,35.1,101.1,False,0
Male,1,False,False,27,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,81.45,2122.05,True,1
Female,1,True,True,31,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,98.9,2911.3,True,1
Female,0,False,False,15,True,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,59.45,892.65,True,0
Male,0,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,24.4,24.4,False,1
Male,1,False,False,39,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Electronic check,90.7,3413.25,False,1
Male,0,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.65,93.55,False,0
Female,0,True,True,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.45,150.75,False,0
Female,0,False,False,34,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,85.35,2896.6,False,1
Male,1,True,False,7,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,89.0,605.45,False,1
Male,0,False,False,28,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,False,Electronic check,100.2,2688.45,False,1
Male,0,True,True,40,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),110.1,4469.1,False,1
Male,0,True,True,1,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Credit card (automatic),74.6,74.6,False,1
Female,1,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.65,330.6,False,0
Male,0,True,True,67,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),19.4,1284.2,False,0
Female,0,True,False,60,False,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,False,Electronic check,50.05,2911.5,False,0
Female,0,True,True,56,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),24.95,1468.9,False,0
Female,1,False,False,46,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,True,Bank transfer (automatic),91.3,4126.35,False,0
Male,0,True,True,49,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,True,Electronic check,97.95,4917.9,False,1
Female,0,True,False,46,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),55.0,2473.95,False,0
Male,0,True,False,61,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Mailed check,81.05,4747.65,False,0
Female,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.65,19.65,False,1
Female,0,True,False,41,False,No phone service,DSL,No,Yes,No,Yes,No,No,One year,False,Mailed check,35.45,1391.65,False,0
Male,0,False,False,1,True,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,True,Mailed check,84.6,84.6,True,1
Male,1,False,False,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.3,504.2,False,0
Female,1,True,False,66,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.8,6690.75,False,1
Female,0,True,True,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.25,180.3,True,0
